area_mean,area_se,area_worst,concavity_se,fractal_dimension_mean,perimeter_mean,perimeter_worst,radius_mean,radius_worst,smoothness_mean,smoothness_worst,symmetry_worst,texture_mean,texture_worst
819,16.2,326,0.0256,0.0618,105,80.6,15.8,12,0.096,0.129,0.312,13.2,11.9
969,-16.3,686,0.0247,0.0673,116,95.1,17.6,15.2,0.0835,0.156,0.297,15.3,26.7
1.40E+03,-6.69,331,-0.0204,0.0659,137,76.2,20.9,11.7,0.0925,0.144,0.299,12.1,18.2
942,37.1,1.20E+03,-0.012,0.0594,112,129,17.1,19.8,0.0916,0.121,0.414,19.8,21.2
140,-35.9,459,0.0523,0.0717,56.9,84.3,8.9,13.1,0.0845,0.149,0.31,15.5,32
408,-21.7,142,0.0209,0.0595,74.9,69,11.5,11.1,0.0866,0.166,0.273,19.6,33.9
1.15E+03,121,1.55E+03,0.0239,0.0706,122,143,18.2,21,0.0948,0.127,0.299,18.6,31.3
478,185,2.03E+03,0.0138,0.0606,74.3,170,11.5,25.2,0.0916,0.0852,0.188,27.3,29.3
1.27E+03,110,1.42E+03,0.0217,0.063,131,143,19.9,20.8,0.108,0.111,0.288,22.6,23.3
844,19.1,138,0.0492,0.0517,104,70.7,15.6,10.3,0.093,0.132,0.305,23.8,28.7
694,5.67,634,0.0551,0.0607,92.1,93.9,14.4,13.4,0.109,0.128,0.239,14.6,38.9
512,-14.8,287,-0.0156,0.0667,83.6,70.8,13,11.2,0.0712,0.112,0.224,17.7,18.7
146,-42.3,-7.82,-0.00542,0.061,59.2,50.6,9.22,7.7,0.109,0.156,0.259,18.9,35
917,48.5,1.40E+03,0.0343,0.0607,115,137,17.3,20.7,0.0837,0.118,0.232,19.1,35.5
1.15E+03,89.3,1.34E+03,0.0309,0.08,129,128,19.2,19.5,0.0924,0.131,0.204,25.5,21.2
793,27.7,951,0.0527,0.0675,109,107,16.3,16.7,0.105,0.0984,0.275,22.4,30.7
-396,125,573,0.061,0.0554,15.7,89.9,2.92,14,0.119,0.126,0.255,24.7,29.7
1.36E+03,121,1.27E+03,0.0147,0.0625,134,129,20.2,19.7,0.0914,0.131,0.324,17.8,12.9
832,30.1,419,0.0504,0.062,104,84.9,16.1,12.9,0.109,0.147,0.262,25.1,24.6
584,88.9,1.73E+03,0.0518,0.0635,85.3,156,13,22.7,0.0921,0.159,0.321,22,34.4
483,51.7,941,0.0284,0.0551,79.3,105,12.5,15.8,0.114,0.117,0.222,19.1,27.7
629,8.13,497,0.0263,0.0634,93.7,94.5,14.1,14.7,0.0844,0.114,0.278,18.7,19.1
745,12.5,1.53E+03,-0.0224,0.0685,103,129,15.9,20.6,0.0953,0.147,0.335,21.4,31
895,31.5,1.36E+03,0.027,0.0651,110,127,17.2,20.2,0.0949,0.144,0.26,15.4,23.6
224,3.96,1.26E+03,0.0461,0.0644,69.3,126,10.6,19,0.0574,0.145,0.392,18.8,33.3
874,94.3,960,0.00347,0.0649,108,125,16.2,18.3,0.102,0.105,0.274,26,27
839,101,2.06E+03,0.128,0.0692,107,189,15.9,26.7,0.0928,0.174,0.288,21.1,28
201,10.2,854,0.0705,0.0675,58.1,104,9.51,16.5,0.0862,0.12,0.425,20.2,33.2
481,28.9,359,0.0159,0.0609,75.3,83.5,11.6,12.8,0.11,0.141,0.355,16.7,19.1
805,92.8,1.54E+03,0.0554,0.062,98.1,138,14.8,21.4,0.0726,0.16,0.327,21.5,32.1
996,-57.1,-265,0.00351,0.0743,122,39.3,18.4,6.43,0.0691,0.111,0.343,21.5,23.1
347,-37.8,941,0.051,0.0639,77.4,105,12.2,16.2,0.0786,0.159,0.323,14,21.7
791,57.3,873,0.0483,0.0466,107,112,16,17.5,0.11,0.129,0.298,20.5,21.2
151,26.7,-156,0.0299,0.0616,57.1,44.7,8.95,7.52,0.11,0.144,0.177,21.3,16.9
658,32.3,355,-0.000332,0.0542,99.4,78.3,14.9,12.1,0.116,0.152,0.314,21.3,14.7
801,16.1,165,0.0318,0.0586,98.3,53.3,14.5,8.64,0.082,0.148,0.253,27.6,19.5
297,62.8,1.39E+03,0.0521,0.0594,67.9,135,10.5,21.1,0.0823,0.153,0.303,8.38,24.9
827,61.6,878,0.0867,0.0685,102,104,15.6,16.1,0.132,0.138,0.215,20.1,24.1
325,-61.1,-281,0.0652,0.0601,70.2,34.3,11.1,6.34,0.116,0.148,0.22,15.4,34.2
701,-7.23,949,0.0342,0.0652,101,102,15.2,15.6,0.0725,0.17,0.257,19.1,22.5
670,127,2.15E+03,0.0151,0.0575,103,177,15.3,26.5,0.107,0.13,0.202,28.1,26.2
739,16.4,594,0.0677,0.0731,103,87.6,15.3,13.6,0.0866,0.131,0.204,23.9,30.3
321,-31.5,206,0.0605,0.0687,71,71,11.3,11.2,0.107,0.144,0.248,20.2,37.3
785,61.9,1.80E+03,0.0144,0.0625,102,162,15.8,24.9,0.0932,0.122,0.265,14.1,22.4
798,30.1,652,0.0183,0.061,103,93.7,15.5,14,0.0958,0.134,0.25,23.3,29
668,8.82,-130,0.0583,0.0582,95.2,53.7,14.4,7.95,0.107,0.129,0.15,20.4,32.1
15.7,80.4,1.57E+03,0.0449,0.0693,47.1,146,7.56,22,0.0983,0.126,0.248,11.7,24.9
779,14.6,943,0.0146,0.0724,93.6,97.5,14.6,15.2,0.0883,0.116,0.324,11.8,22.8
132,100,1.57E+03,-0.0117,0.0509,58.2,146,9.12,22.3,0.115,0.153,0.39,16.6,35.6
826,71.8,1.55E+03,0.0553,0.0706,104,138,15.8,21.8,0.108,0.146,0.378,15.5,21.5
169,28.9,1.19E+03,-0.0185,0.0596,66.8,123,10.3,18.5,0.106,0.157,0.251,14.6,17.5
253,110,2.07E+03,0.102,0.0675,68.7,172,11.1,25.6,0.101,0.111,0.299,26.7,18.8
390,-18.5,447,0.0386,0.055,72.6,78,11.4,11.7,0.0852,0.175,0.297,17.9,29.4
1.18E+03,-55.4,-77.2,0.021,0.0623,126,62.6,19.4,8.73,0.087,0.111,0.384,9.38,29.9
738,26.4,958,0.00987,0.0736,102,105,15.5,15.7,0.0968,0.137,0.227,27.2,30
1.01E+03,-6.89,315,0.0221,0.072,116,81.3,17.8,11.7,0.108,0.152,0.324,13.2,19.5
929,21.6,817,0.0371,0.0735,117,102,17.3,17,0.104,0.153,0.356,21.3,29.7
717,119,1.33E+03,0.0349,0.0596,97.4,147,14.6,21.4,0.0915,0.13,0.327,24.9,22.3
216,-55.3,-512,0.0819,0.0528,63.9,26.5,9.85,3.72,0.105,0.147,0.254,20.4,37.3
213,82.8,2.29E+03,0.0821,0.0555,63.4,180,9.97,27.4,0.106,0.176,0.209,14.2,21.2
435,85.7,1.01E+03,0.0625,0.0588,72.7,106,11,17.5,0.0975,0.189,0.261,15.2,13.9
760,32.4,776,0.0901,0.0573,95.6,109,14.9,17.7,0.0865,0.134,0.327,13.9,35.9
794,98.1,944,-0.0557,0.0474,102,121,15.5,16.9,0.104,0.0971,0.169,15.5,30.9
1.07E+03,82.2,1.63E+03,0.0574,0.0509,120,159,18.5,22.7,0.0932,0.0965,0.276,24.5,32.6
692,61.1,1.11E+03,0.0561,0.0702,93.4,114,14.8,17.8,0.1,0.0876,0.366,18.5,28.2
267,163,1.79E+03,-0.0246,0.0645,62.8,161,10,23.7,0.109,0.135,0.195,23.4,15.2
549,-7.45,619,0.00642,0.0729,81.7,86.2,12.6,12.7,0.0962,0.146,0.353,18.6,34.3
1.48E+03,15.3,77.6,0.085,0.0653,143,63.1,21.4,9.28,0.104,0.142,0.343,26.5,22.2
307,79.6,1.43E+03,0.0821,0.0665,67,141,10.3,21.1,0.0845,0.103,0.247,18.8,27.3
289,42.5,1.04E+03,0.0761,0.0613,74.1,111,11.1,16.5,0.0937,0.134,0.263,27.2,19.7
519,66,1.79E+03,0.00493,0.0691,90.4,161,13.4,23.8,0.0927,0.11,0.299,17.9,27.6
632,42.7,650,-0.00763,0.0691,89.2,92.2,14,14,0.0861,0.129,0.361,21.7,18.9
740,15,568,0.00769,0.0592,99.3,89.5,15.5,14,0.116,0.111,0.336,14.1,31.5
525,34.1,1.50E+03,0.0462,0.064,89,126,13.4,19.2,0.0991,0.124,0.294,21,26.9
945,65.3,407,0.0158,0.0655,106,75.3,15.7,12.4,0.097,0.135,0.218,13.8,27.3
647,59.6,1.14E+03,0.0125,0.0591,90.1,125,13.5,18.5,0.0978,0.129,0.359,10.4,27.7
-64.8,110,1.64E+03,0.0304,0.0595,43.1,148,7.09,22.2,0.122,0.116,0.218,21,29.3
639,82.8,1.67E+03,0.0601,0.0647,94.8,147,14.7,22.1,0.109,0.136,0.272,23.7,24.2
592,-38.2,248,0.05,0.0698,86.1,58.2,13.3,9.77,0.0862,0.159,0.365,20.4,20.2
559,43.5,359,0.0257,0.0559,88.9,81.4,13.8,11.9,0.0941,0.121,0.233,23.2,18.8
373,56.1,1.40E+03,-0.0322,0.0577,70.2,131,10.8,19.3,0.101,0.14,0.375,18.8,33.9
629,-21.4,231,0.000678,0.0676,89.7,60,13.6,9.94,0.0953,0.115,0.32,16.3,28.5
530,82.6,1.56E+03,0.0483,0.0722,82.1,146,12.6,22.1,0.095,0.169,0.279,14.1,27
778,-17,287,0.0017,0.065,103,67.5,15.8,11.3,0.0877,0.133,0.299,22.2,21.5
899,2.9,628,0.0521,0.0645,108,89.6,16.2,14.4,0.0932,0.131,0.354,15,20
-32,8.91,475,0.00533,0.0761,50,91.9,7.66,13.4,0.0977,0.149,0.263,17.2,25.3
626,-0.97,1.28E+03,0.0395,0.0686,96,122,14.8,19,0.0898,0.145,0.251,17.6,17.7
732,25.2,954,0.0715,0.0671,97.4,113,15.2,17.3,0.118,0.139,0.273,18.6,33.3
747,-16,709,0.0216,0.0646,104,88.1,16.2,13.1,0.11,0.122,0.28,17.5,22.7
278,39,1.01E+03,-0.0152,0.0666,69.9,116,10.7,18.1,0.0848,0.14,0.191,13.8,25.3
1.34E+03,73.1,1.96E+03,0.00838,0.0688,142,165,21.3,25.1,0.0991,0.168,0.348,15.2,24.8
285,-47,344,0.0234,0.0682,70,69.6,11.1,10.7,0.11,0.14,0.394,20.3,21.7
543,53.2,865,0.05,0.0581,76,110,12,16.9,0.104,0.129,0.251,18,29.5
559,13,569,0.0361,0.0546,83.6,74.3,12.9,12.3,0.0783,0.114,0.336,17.4,34.3
700,152,2.12E+03,0.0414,0.0688,94.4,171,14.3,26.4,0.108,0.112,0.342,19.9,32.3
889,81.1,1.35E+03,-0.00128,0.0679,102,140,16,21.1,0.0938,0.18,0.256,19.6,32.9
405,45,1.05E+03,0.0499,0.0576,71.9,127,11.4,18.9,0.0782,0.135,0.373,25.3,25.8
847,38.3,760,-0.0218,0.0592,103,103,16.2,15.2,0.0713,0.111,0.239,6.17,21.3
305,15.1,987,-0.0157,0.0481,74.8,94.4,11.5,14.7,0.0896,0.131,0.278,17.2,18.9
988,-24.7,438,0.0202,0.0588,115,72.5,17.5,11.5,0.111,0.148,0.219,16,25.5
198,20.9,891,-0.000517,0.0576,60.4,119,9.32,17.1,0.0888,0.155,0.318,13.7,27.3
1.16E+03,-17.1,665,0.0292,0.0668,133,93.6,20.3,15.5,0.125,0.134,0.44,12.9,28.1
167,43.7,860,0.067,0.0636,67,115,10.3,17.8,0.0806,0.16,0.336,22.3,28.9
295,103,1.24E+03,0.0435,0.061,64.7,131,10.2,20.2,0.0983,0.135,0.224,16.4,37.4
54.5,-61.4,-235,0.0102,0.0728,52.3,48.8,8.4,7.59,0.0967,0.122,0.247,20.9,36
363,184,1.81E+03,0.0613,0.0665,68.2,168,10.5,24.7,0.0752,0.155,0.301,25.7,25.2
505,-48.1,332,0.021,0.0731,84.7,89.5,13.3,13.4,0.0788,0.142,0.423,22,21.2
1.03E+03,-18.9,421,0.0509,0.0726,122,70.7,18.4,11.3,0.0825,0.147,0.287,18.6,26.7
682,110,2.04E+03,0.0444,0.0658,91,165,13.6,25.3,0.073,0.143,0.396,17.5,23.1
890,15,488,-0.0157,0.0555,103,71.9,15.9,11.6,0.0948,0.124,0.283,18.5,25.5
656,78.8,772,0.0383,0.0553,93.3,104,14.1,15.9,0.0616,0.113,0.338,20.1,17
-0.282,95,1.42E+03,0.0278,0.0631,51.1,142,8.07,21.6,0.0802,0.136,0.386,25,22.6
732,-45.8,882,0.0682,0.0634,103,102,15.9,14.6,0.0853,0.142,0.289,21.9,26.6
823,-19.4,255,0.0934,0.0655,103,64,15.9,10.2,0.0838,0.112,0.265,23.1,22.3
701,42.7,746,0.0406,0.0673,90.5,101,14.1,15.3,0.0785,0.141,0.355,26.9,10.3
779,82,70.8,0.0437,0.05,102,69.7,15,10.1,0.107,0.115,0.289,24.8,23.9
1.06E+03,46.9,501,0.0384,0.0587,128,96.2,18.8,13.9,0.0765,0.146,0.325,22.4,11.6
419,11.1,812,-0.0196,0.0598,71.4,103,11.3,15.4,0.0944,0.167,0.307,18.6,16.6
392,145,1.93E+03,0.0619,0.0547,77.5,167,11.7,25.3,0.102,0.138,0.34,20.2,27.7
767,56.9,485,0.0575,0.0541,103,88.5,15.6,13.3,0.0962,0.0802,0.249,21.6,16.3
1.03E+03,45.7,774,0.02,0.0621,113,106,17.1,15.1,0.115,0.177,0.272,12.1,27.1
879,68,49.5,0.0972,0.0529,102,50.8,15.3,9.28,0.122,0.158,0.371,23.3,27.5
60.1,23,495,0.0297,0.0683,51.2,81.2,8.15,12.4,0.103,0.0999,0.338,16.6,33.9
396,55.3,1.14E+03,0.0121,0.0625,70.9,121,11.2,18.2,0.0807,0.114,0.378,19.9,20.8
1.13E+03,103,1.87E+03,0.03,0.0671,123,163,18.9,24.1,0.0971,0.145,0.336,13.3,18
794,131,2.28E+03,0.0201,0.0681,102,191,15.8,28.2,0.104,0.109,0.263,14,18.8
852,71.6,1.02E+03,0.0807,0.0681,104,129,15.8,18.6,0.098,0.143,0.197,17.2,23.4
1.40E+03,20.3,1.39E+03,-0.00653,0.0525,143,138,21.9,21.4,0.081,0.146,0.265,20.1,23.2
877,154,2.06E+03,0.0581,0.064,107,173,16.7,25.1,0.102,0.116,0.291,20.9,22.5
411,19.8,1.04E+03,0.0223,0.0616,73.2,112,11.9,17,0.0968,0.0954,0.344,16.6,20.1
1.05E+03,108,2.18E+03,0.117,0.0587,121,192,18,28.6,0.0924,0.175,0.288,26.1,27.2
56.8,99.3,1.49E+03,0.0631,0.0522,44,144,7.57,21,0.0758,0.112,0.339,21.7,25.6
560,-57.2,189,0.00476,0.0645,94.2,74.1,14.7,10.8,0.102,0.159,0.304,19.6,25.4
-95.7,62.3,564,0.0534,0.0644,40.7,90.2,6.75,14.2,0.103,0.115,0.312,30.5,26.9
232,-12,909,0.0663,0.0588,68.5,102,10.6,15.6,0.103,0.152,0.34,19.3,33.7
533,67,263,0.00387,0.0532,84.7,51.7,12.6,9.43,0.0986,0.13,0.145,24.9,20.6
887,88.7,1.25E+03,0.037,0.0567,101,132,15.6,19.6,0.0911,0.123,0.28,15.6,25.7
801,-35.2,-60.4,0.0569,0.0648,98.9,58.5,15.3,8.49,0.104,0.148,0.264,12.9,25
727,-82.2,-193,0.0108,0.0565,96.9,49.6,15,7.12,0.0928,0.145,0.281,28.1,31.9
779,120,1.68E+03,1.25E-06,0.0694,101,162,15.3,23.8,0.117,0.121,0.315,24,19.9
673,-25.8,324,0.029,0.066,93.2,78.7,14.6,12,0.0764,0.123,0.3,21.5,22.6
956,-9.6,852,0.0361,0.0749,114,112,17.4,16.5,0.0777,0.139,0.307,20.9,20.9
370,54.9,1.05E+03,0.0745,0.0613,70.7,124,11.1,18.1,0.0802,0.141,0.312,17.7,18.2
483,36.7,957,0.0526,0.0609,75.6,110,11.7,16.7,0.074,0.131,0.292,22.3,28.3
960,26.2,1.22E+03,-0.016,0.0671,110,123,17.1,18.6,0.1,0.129,0.201,13.7,26.9
435,70.9,658,-0.0187,0.0556,83.5,103,12.6,14.8,0.109,0.11,0.303,13.8,20.9
1.04E+03,21.9,1.71E+03,-0.00762,0.0558,120,147,18.5,23,0.0956,0.163,0.346,16.7,23.9
1.16E+03,60.1,1.25E+03,0.0442,0.0548,129,130,19.4,19.3,0.0784,0.128,0.421,23.4,25.7
1.09E+03,91.8,1.18E+03,0.0431,0.0499,122,121,18.3,18.6,0.097,0.114,0.245,17.9,24.5
336,94.4,1.50E+03,-0.039,0.0645,65.7,153,10.7,22.8,0.103,0.109,0.349,14,19.8
891,-15,-350,0.0573,0.0677,108,45.5,16.4,6.99,0.118,0.154,0.189,21.4,20.1
1.19E+03,94.7,1.40E+03,0.00973,0.0729,130,136,19.7,20.1,0.13,0.1,0.349,24.1,35.3
308,25.4,524,0.00594,0.0702,70.2,100,10.8,14.8,0.0963,0.169,0.28,14.8,28.4
475,104,1.80E+03,0.00753,0.0679,70.5,165,11.5,24,0.101,0.181,0.27,19.3,27.2
778,52.7,385,0.0235,0.0644,98.9,72.2,15.2,11.8,0.124,0.102,0.276,23.7,26.9
777,29.5,1.39E+03,0.0194,0.0585,106,129,16.1,19.7,0.0885,0.116,0.264,11.8,16
1.19E+03,28.4,772,-0.00234,0.0738,126,108,18.9,15.5,0.0952,0.126,0.209,18,31.8
-163,29.3,1.17E+03,0.0558,0.0541,39.8,133,6.77,20,0.0806,0.193,0.251,23,26.1
569,-120,-1.07E+03,0.0376,0.0511,92.9,1.96,14.1,0.916,0.0814,0.15,0.326,22.5,30.5
355,124,1.64E+03,-0.00468,0.0582,71.1,161,10.8,23.6,0.108,0.145,0.198,18.4,25.9
890,-24.2,601,0.0342,0.0574,108,97.8,16.5,14.7,0.096,0.157,0.337,18.3,24
151,-84.7,598,0.0443,0.0598,59.4,84.2,9.73,12.3,0.0814,0.15,0.342,10.5,26.8
963,26.7,576,0.0424,0.0746,117,79.5,18,13.5,0.128,0.134,0.327,22.9,30.2
565,120,2.04E+03,0.0539,0.0448,85.8,168,13.2,24.8,0.0996,0.15,0.324,22.7,23.6
1.02E+03,37,1.26E+03,0.00501,0.0593,110,120,17.2,17.4,0.0836,0.135,0.279,16.5,30
290,58.6,899,-0.0185,0.0636,64.3,109,10.1,16.1,0.0945,0.0994,0.313,17,17.9
1.29E+03,28.5,441,0.0557,0.0729,138,82.9,20.4,12.2,0.103,0.113,0.324,22.3,28.3
922,22.1,-49.8,-0.00412,0.0467,110,44.5,16.8,7.76,0.0945,0.0938,0.197,20,27.3
1.19E+03,56.5,909,0.0355,0.0695,129,104,19.4,15.8,0.0956,0.124,0.313,17.1,9.55
893,85.6,879,-0.0318,0.0495,102,117,15.4,17.4,0.0845,0.125,0.311,15.6,20.9
-10.9,81.5,1.46E+03,0.0132,0.0638,51.1,127,8.08,19.4,0.102,0.122,0.31,17.8,33.3
199,56.3,1.32E+03,0.0162,0.0715,63.9,145,10.2,21.5,0.106,0.168,0.318,14.9,27
353,110,1.45E+03,0.00887,0.0613,69.6,151,10.5,21.2,0.0988,0.134,0.278,17.4,27
618,20,1.22E+03,0.00267,0.069,89.8,118,13.9,17.8,0.0923,0.141,0.297,17.2,35.8
1.40E+03,2.89,410,0.0826,0.0589,145,74.9,21.4,10.9,0.0809,0.123,0.315,20.1,23.1
1.46E+03,-46.9,375,0.0786,0.0633,151,74.9,22.6,11.5,0.102,0.154,0.257,16.7,20.3
951,40.2,398,0.0484,0.05,107,82,16.3,11.4,0.0878,0.173,0.224,23.9,25.5
81.4,83.7,1.09E+03,0.0549,0.0541,54.4,133,8.51,19.5,0.109,0.124,0.275,18.2,23.1
1.31E+03,-45,-139,-0.00359,0.056,137,55.3,20.9,8.38,0.0976,0.114,0.298,18.9,32
436,8.07,-148,0.0337,0.0476,76.8,47.7,11.7,8.05,0.11,0.124,0.272,24,26
629,115,1.26E+03,0.0409,0.0618,90.9,129,13.6,19.9,0.0932,0.11,0.279,16,16.6
519,-10.3,386,-6.53E-05,0.07,82.3,82.5,12.5,12.2,0.0797,0.153,0.321,12.2,30.5
470,84.3,1.37E+03,0.000737,0.05,89.2,142,13.4,21.4,0.0984,0.122,0.284,24.2,19.6
1.36E+03,40.6,955,0.068,0.0559,138,120,20.5,17.5,0.0811,0.138,0.336,20.5,31.8
523,-4.5,207,0.00395,0.0597,84.2,63.1,13.2,9.42,0.0872,0.138,0.333,14.6,18.7
384,111,614,0.0438,0.0619,75.3,104,11.3,14.9,0.109,0.0922,0.19,20.2,6.43
553,95.5,1.24E+03,0.00156,0.0664,88.5,131,13.4,19.3,0.111,0.0954,0.241,17.4,29.3
656,96.9,747,0.025,0.0683,86.5,94,13,14.7,0.0981,0.123,0.212,20.2,32.1
835,67.4,1.29E+03,0.0774,0.0582,103,139,15.5,20.5,0.0892,0.172,0.279,14.7,18.7
546,85.4,846,-0.019,0.0574,82.5,104,12.7,16,0.104,0.124,0.306,13.5,22.2
152,-33.6,-207,0.0593,0.0669,61.5,42.9,9.53,6.96,0.0945,0.142,0.276,21.1,34
998,24.2,1.51E+03,-0.00628,0.0684,119,140,18.2,21.2,0.0949,0.151,0.256,20.7,23.6
1.36E+03,80.3,1.50E+03,0.0103,0.0561,144,155,21.7,22,0.104,0.121,0.256,17.7,24.2
47.5,102,932,0.0407,0.0637,47.9,108,7.6,16.3,0.108,0.118,0.347,16.6,19.7
728,-62.5,-207,0.0865,0.0652,92.5,43.4,14.4,7.01,0.0727,0.143,0.38,19.8,33.4
178,66.7,1.51E+03,-0.000486,0.0592,59.4,120,9.05,19.6,0.0648,0.131,0.289,24.1,32.8
625,64.2,926,0.0837,0.0696,89.4,108,13.8,16,0.101,0.125,0.134,21.5,27.4
476,33.2,1.32E+03,0.015,0.0791,77.5,120,11.9,18.7,0.0647,0.127,0.331,25.2,31.3
172,56.7,590,0.0182,0.061,58,86.8,9.3,13.9,0.118,0.13,0.202,23,18.3
207,116,1.06E+03,0.0652,0.0575,62.2,126,9.61,18.5,0.103,0.155,0.194,18.9,22
880,84.1,1.43E+03,0.00998,0.0643,104,138,16,20.8,0.0988,0.17,0.272,13.3,11.1
426,66.6,414,0.08,0.0673,75.8,88.3,10.9,13.2,0.0798,0.123,0.327,23.5,23.1
967,-18.3,298,0.0397,0.0552,107,86.1,16.5,12,0.0915,0.125,0.389,25.5,21.1
1.28E+03,13.6,779,0.0554,0.0634,136,101,20.7,14.9,0.0889,0.129,0.247,24.9,29.9
558,5.91,1.11E+03,0.0555,0.063,88.6,119,13.3,18.7,0.0895,0.159,0.313,21.3,35.2
1.06E+03,-47.9,442,0.0408,0.0621,117,79.9,18,11.5,0.0774,0.169,0.329,12,11.8
237,87.5,1.38E+03,0.036,0.0564,59.2,136,9.35,20.7,0.114,0.141,0.317,13.4,21.4
299,46.8,665,0.0545,0.0649,64,102,9.95,15.1,0.108,0.132,0.256,16.9,21.2
520,135,1.60E+03,0.0206,0.0506,84.3,143,12.8,21.8,0.116,0.129,0.161,23.2,15.3
922,-0.667,1.28E+03,0.0614,0.073,114,127,17.8,18.7,0.0947,0.127,0.278,18.4,19
679,-41.4,241,0.0395,0.0498,95.9,66.1,14.7,10.4,0.0899,0.158,0.266,19.7,28.6
348,33.1,481,0.0126,0.0604,73.7,85.4,11,12.4,0.107,0.133,0.184,13.3,25.4
894,20.1,1.27E+03,0.102,0.0789,107,125,16.6,19.1,0.107,0.132,0.216,23.5,23.2
537,81.5,1.75E+03,0.04,0.0652,84.8,164,13,23.6,0.0961,0.148,0.303,11.5,26.1
610,91.6,566,0.0129,0.0606,88.9,103,13.7,14.6,0.129,0.143,0.328,22.5,28.3
763,100,1.09E+03,0.0513,0.0619,102,112,15.4,18.2,0.109,0.119,0.269,12.6,18.4
42,49.1,422,0.0316,0.0595,47.9,84.1,7.7,12.6,0.108,0.116,0.274,16.9,22.5
146,61.1,891,-0.00732,0.073,61.3,105,9.32,15.9,0.102,0.134,0.299,19.2,24.3
823,-30.9,-525,0.0489,0.063,98.2,34.5,15.1,5.85,0.0897,0.131,0.219,22.6,20
292,78.3,1.80E+03,0.0681,0.0641,72.9,161,11.3,24.5,0.0949,0.152,0.275,18.1,30.7
397,-4.95,-153,0.0662,0.0654,70.2,45.3,10.9,7.25,0.0764,0.151,0.328,15.3,11.5
968,52.5,614,0.0633,0.0623,110,91.9,16.9,13.7,0.12,0.153,0.319,23.4,20.9
800,83.1,1.77E+03,0.0388,0.0624,101,150,15.6,23.2,0.106,0.134,0.277,18.7,23
737,29.7,554,0.00432,0.0616,101,96.5,15.4,14.9,0.0778,0.116,0.245,18.1,22.4
802,101,1.67E+03,0.0685,0.0636,98.6,152,15.1,22.4,0.093,0.118,0.304,22,38.1
534,69.1,1.01E+03,0.0401,0.0473,90.5,113,13.7,16.8,0.107,0.115,0.334,21.6,31.7
785,4.77,863,0.0259,0.0602,104,112,16.1,17,0.0868,0.144,0.281,24.6,35.8
1.82E+03,-48.2,244,0.0573,0.075,170,68.5,25.7,10.4,0.103,0.14,0.208,18.6,26.9
536,5.13,313,0.0232,0.0624,82.7,72.1,13,11.9,0.0837,0.142,0.272,15.1,23.1
-33.9,52.2,1.07E+03,0.0253,0.0741,38.4,118,6.72,17.8,0.0976,0.0915,0.309,18.1,35.3
983,33.1,851,-0.0124,0.0791,115,121,17.4,17.3,0.0686,0.0946,0.297,19.1,19.7
702,42.4,1.70E+03,0.00298,0.0548,99.5,154,14.9,23.5,0.0864,0.184,0.335,23,32.3
240,47.4,1.20E+03,0.0308,0.052,67.8,121,11,18.5,0.103,0.117,0.209,17.5,15.7
140,49.3,909,0.0374,0.0538,61.9,115,9.65,16.9,0.116,0.152,0.267,17.3,12.3
555,38.2,805,0.0207,0.073,79.9,95.2,12.4,15.1,0.0914,0.122,0.391,25.2,24.4
1.12E+03,95.1,1.19E+03,0.105,0.0677,122,126,18.4,18.8,0.106,0.135,0.359,24.2,28
531,48.9,899,0.0359,0.0679,87.6,103,13.5,17.1,0.108,0.161,0.327,19.7,26.1
288,82.2,910,0.0286,0.0674,65,119,9.88,18.3,0.092,0.14,0.309,20.5,22.7
457,47.4,885,0.0188,0.0563,81.6,107,12.6,16,0.0879,0.0841,0.296,19.1,32
845,170,1.42E+03,0.0339,0.0676,102,140,15.5,20.9,0.112,0.0981,0.331,21.1,20
643,4.6,690,0.00887,0.0586,90.2,89.8,13.7,14.5,0.064,0.164,0.295,25.3,21.9
358,20,323,0.0612,0.0651,67.7,79.9,10.9,12.7,0.106,0.146,0.252,23.2,25.6
376,128,1.44E+03,0.062,0.0558,73.1,133,11.2,20.6,0.111,0.148,0.42,18.3,15
782,41.9,952,0.106,0.0627,95.5,113,14.6,16.7,0.107,0.134,0.339,23.8,34.5
1.68E+03,26.1,177,0.00218,0.0599,158,61.1,23.5,10.6,0.0948,0.113,0.314,12.6,23.6
1.01E+03,95.7,1.11E+03,-0.000903,0.0579,113,117,16.9,18,0.0861,0.145,0.33,14.6,32.8
500,-27,116,0.0406,0.0634,83.4,54.2,13.1,9.23,0.102,0.154,0.295,20.4,21
341,-61.1,-380,0.0703,0.0543,65.9,33.2,10.7,4.99,0.0758,0.101,0.291,17.5,40.4
682,68.1,961,0.0541,0.0687,92.4,107,14,16,0.0988,0.133,0.164,15.8,25.6
843,-19.6,413,0.0632,0.0714,103,73.5,16.2,11.6,0.114,0.148,0.291,10.4,21.8
719,60.5,1.14E+03,0.0731,0.0682,95.8,132,14.7,19.3,0.0927,0.144,0.28,17.4,14
322,-21.5,49.4,0.0123,0.066,68.4,50.4,10.5,8.26,0.0956,0.145,0.342,15.8,29.4
182,29.8,1.09E+03,0.0107,0.0652,58.8,124,9.48,19.1,0.0869,0.12,0.339,21.4,21
1.27E+03,158,1.67E+03,-0.00552,0.0696,131,158,19.4,24,0.12,0.142,0.243,23.7,30.3
85.4,133,1.82E+03,0.0571,0.0587,50.7,165,8.11,25.1,0.0889,0.122,0.267,20.2,16.2
